"sentence","label","tokens"
"A convertible 2-in-1 laptop which can be detached to form a tablet. Suitable for heavy work, such as light gaming and video editing. Must have a touchscreen and pen input suitable for studies and digital note-taking.",2,"convertible|in|laptop|which|can|be|detached|to|form|tablet|suitable|for|heavy|work|such|as|light|gaming|and|video|editing|must|have|touchscreen|and|pen|input|suitable|for|studies|and|digital|note|taking"
"The jacket I want to buy is a cosy, warm faux-fur / teddy bear look coat. It is quite over-sized and chunky and not too short so it covers my hips. It is a taupe / smokey grey kind of colour. ",2,"the|jacket|want|to|buy|is|cosy|warm|faux|fur|teddy|bear|look|coat|it|is|quite|over|sized|and|chunky|and|not|too|short|so|it|covers|my|hips|it|is|taupe|smokey|grey|kind|of|colour"
"The jacket would likely be a black hoodie since it's versatile with its uses and style. It's comfortable and can be worn in different temperatures.",2,"the|jacket|would|likely|be|black|hoodie|since|it|versatile|with|its|uses|and|style|it|comfortable|and|can|be|worn|in|different|temperatures"
"It would be a waterproof fleece lined jacket preferably North Face brand with a hood. It would be black or navy blue with a full length zip and press stud fastenings down the front",2,"it|would|be|waterproof|fleece|lined|jacket|preferably|north|face|brand|with|hood|it|would|be|black|or|navy|blue|with|full|length|zip|and|press|stud|fastenings|down|the|front"
"I would choose a Lenova model.  They are quite expensive but are slim in design,  have a large drive capacity and have a good sized screen.  The battery life is also fairly good.  It is much faster than my current model and is more compact in size.  It also comes in different colours.",2,"would|choose|lenova|model|they|are|quite|expensive|but|are|slim|in|design|have|large|drive|capacity|and|have|good|sized|screen|the|battery|life|is|also|fairly|good|it|is|much|faster|than|my|current|model|and|is|more|compact|in|size|it|also|comes|in|different|colours"
"The laptop I want is an apple computer, a rose gold colour. Not too large as that would make it a bit inconvenient. ",2,"the|laptop|want|is|an|apple|computer|rose|gold|colour|not|too|large|as|that|would|make|it|bit|inconvenient"
"A decent sized one. Got to be practical and able to be used everyday. Easy to carry. Good storage space ",2,"decent|sized|one|got|to|be|practical|and|able|to|be|used|everyday|easy|to|carry|good|storage|space"
"I would to buy a brown leather lamb skin jacket that comes down to the hips with a zip up front and button cuffs",2,"would|to|buy|brown|leather|lamb|skin|jacket|that|comes|down|to|the|hips|with|zip|up|front|and|button|cuffs"
"black fleece, long sleeves with full length zip. current one is regatta ",2,"black|fleece|long|sleeves|with|full|length|zip|current|one|is|regatta"
"I'll upgraded by laptop to have slightly better resolution and a larger SSD hard drive.  I'll probably move to a hybrid laptop as a replacement.",2,"ll|upgraded|by|laptop|to|have|slightly|better|resolution|and|larger|ssd|hard|drive|ll|probably|move|to|hybrid|laptop|as|replacement"
"I would like a light weight jacket that is medium length with a hood and a zip fastening",2,"would|like|light|weight|jacket|that|is|medium|length|with|hood|and|zip|fastening"
"The jacket would be warm but low in weight so I didnt feel claustrophobic in it. It would be black so it goes with all outfit choices. It would reach my waiste in length and have a number of pockets. It would not have a hood as I prefer to not use it. ",2,"the|jacket|would|be|warm|but|low|in|weight|so|didnt|feel|claustrophobic|in|it|it|would|be|black|so|it|goes|with|all|outfit|choices|it|would|reach|my|waiste|in|length|and|have|number|of|pockets|it|would|not|have|hood|as|prefer|to|not|use|it"
"I want a laptop with a big screen and one capable of doing everything I do on my desktop computer at home",2,"want|laptop|with|big|screen|and|one|capable|of|doing|everything|do|on|my|desktop|computer|at|home"
"I will choose a jacket that is lightweight but warm so preferable made from non-breatherable fabric. none of those padded jackets in present markets. want it normal waist length and a very obvious colour like orange. I will also want it to be stylish but inexpensive. it should also be a full length zipped jacket with pockets on either side of the jacket.",2,"will|choose|jacket|that|is|lightweight|but|warm|so|preferable|made|from|non|breatherable|fabric|none|of|those|padded|jackets|in|present|markets|want|it|normal|waist|length|and|very|obvious|colour|like|orange|will|also|want|it|to|be|stylish|but|inexpensive|it|should|also|be|full|length|zipped|jacket|with|pockets|on|either|side|of|the|jacket"
"i would want one with a large screen, large amount of memory and fast processor",2,"would|want|one|with|large|screen|large|amount|of|memory|and|fast|processor"
"I need to buy another jacket. I want to buy a jacket that zips up and it needs to have a hood to keep me dry from this wet wintery weather!",2,"need|to|buy|another|jacket|want|to|buy|jacket|that|zips|up|and|it|needs|to|have|hood|to|keep|me|dry|from|this|wet|wintery|weather"
"I would wear a brightly coloured fleece jacket, nice and cosy and keeps me warm in the winter. It has two pockets at the front and a zip.",2,"would|wear|brightly|coloured|fleece|jacket|nice|and|cosy|and|keeps|me|warm|in|the|winter|it|has|two|pockets|at|the|front|and|zip"
"I have owned a Mac laptop for 5 years, my next laptop would be a windows 10, as the mac had limitations, and stopped me downloading applications I wanted. I'd also want a backlight for night use, and an SSD for fast boot-up. and at least 1tB of space.",2,"have|owned|mac|laptop|for|years|my|next|laptop|would|be|windows|as|the|mac|had|limitations|and|stopped|me|downloading|applications|wanted|also|want|backlight|for|night|use|and|an|ssd|for|fast|boot|up|and|at|least|tb|of|space"
"If i were to choose a replacement jacket i would pick a black leather jacket with a collar from Topshop.It has silver zips and is versatile.",2,"if|were|to|choose|replacement|jacket|would|pick|black|leather|jacket|with|collar|from|topshop|it|has|silver|zips|and|is|versatile"
"I'd get a laptop with a 15 inch screen. Has to run windows. I want a good amount of ram and a dedicated graphics card for game play. Maybe even a 2 in one would be nice.",2,"get|laptop|with|inch|screen|has|to|run|windows|want|good|amount|of|ram|and|dedicated|graphics|card|for|game|play|maybe|even|in|one|would|be|nice"
"I would want something that is very light and easy to carry, so I could put in my bag and travel. It has a long battery life. It is really speedy and doesn't take ages to load programmes.",2,"would|want|something|that|is|very|light|and|easy|to|carry|so|could|put|in|my|bag|and|travel|it|has|long|battery|life|it|is|really|speedy|and|doesn|take|ages|to|load|programmes"
"I would like a sports jacket adidas or Nike light grey jacket with a blue trim so Ican wear it while I go out on my bike or for a run. Its a lightweight jacket so can wear before and after gym also",2,"would|like|sports|jacket|adidas|or|nike|light|grey|jacket|with|blue|trim|so|ican|wear|it|while|go|out|on|my|bike|or|for|run|its|lightweight|jacket|so|can|wear|before|and|after|gym|also"
"I want to buy an olive green jacket that goes down to about my knees, I prefer the Anorak style but sometimes those can be too thin. Id like it to have a fur trim hood and a cinch waist so I dont look like i am wearing a giant plastic bag.",2,"want|to|buy|an|olive|green|jacket|that|goes|down|to|about|my|knees|prefer|the|anorak|style|but|sometimes|those|can|be|too|thin|id|like|it|to|have|fur|trim|hood|and|cinch|waist|so|dont|look|like|am|wearing|giant|plastic|bag"
"I need a jacket that is flattering and lightweight with pockets. It must be a neutral color and very stylish yet timeless",2,"need|jacket|that|is|flattering|and|lightweight|with|pockets|it|must|be|neutral|color|and|very|stylish|yet|timeless"
"I would choose a laptop that either has a 15"" or 17"" monitor, but at the same time, weighing 2.2 kg or less. I also want something that would be able to fit into my current laptop bag.",2,"would|choose|laptop|that|either|has|or|monitor|but|at|the|same|time|weighing|kg|or|less|also|want|something|that|would|be|able|to|fit|into|my|current|laptop|bag"
"a small compact light laptop with plenty of memory space and good speakers. ",2,"small|compact|light|laptop|with|plenty|of|memory|space|and|good|speakers"
"I would like a jacket that is lightweight, comfortable, stylish, and affordable. I want it to be black so that it will match everything.",2,"would|like|jacket|that|is|lightweight|comfortable|stylish|and|affordable|want|it|to|be|black|so|that|it|will|match|everything"
"Practical but smart, dark in colour, with a hood, waterproof",2,"practical|but|smart|dark|in|colour|with|hood|waterproof"
"need a small neat affordable netbook or small laptop to do emails and internet ,nothing fancy.",2,"need|small|neat|affordable|netbook|or|small|laptop|to|do|emails|and|internet|nothing|fancy"
"I would choose something that I can operate easily.  I need to be able to access wireless internet and download Microsoft Office products. I prefer something black, and prefer a touchscreen.",2,"would|choose|something|that|can|operate|easily|need|to|be|able|to|access|wireless|internet|and|download|microsoft|office|products|prefer|something|black|and|prefer|touchscreen"
"A lightweight laptop mid price range with a fast processor.",2,"lightweight|laptop|mid|price|range|with|fast|processor"
"I want a black denim jacket. I want it to be true to size and not too oversized or tight. I want it to be slightly cropped and hit around the waist.",2,"want|black|denim|jacket|want|it|to|be|true|to|size|and|not|too|oversized|or|tight|want|it|to|be|slightly|cropped|and|hit|around|the|waist"
"I would choose one that had a lot of memory and was fast ",2,"would|choose|one|that|had|lot|of|memory|and|was|fast"
"A longer length smart jacket. It's made of heavy wool mix, black in colour, with a large Mongolian wool collar. Details include pockets and buttons which are both functional and decorative.",2,"longer|length|smart|jacket|it|made|of|heavy|wool|mix|black|in|colour|with|large|mongolian|wool|collar|details|include|pockets|and|buttons|which|are|both|functional|and|decorative"
"I would want something with some type of lining in it to keep me warm. Button up fastening to keep things versatile so I can wear it in spring or autumn. Pockets are essential as well to keep my things in it.",2,"would|want|something|with|some|type|of|lining|in|it|to|keep|me|warm|button|up|fastening|to|keep|things|versatile|so|can|wear|it|in|spring|or|autumn|pockets|are|essential|as|well|to|keep|my|things|in|it"
