ID|domain|text|USER_age|USER_gender|USER_domain_knowledge|KEYFACTS_annotator1|KEYFACTS_annotator2|KEYFACTS_annotator3|KEYFACTS_annotator4|KEYFACTS_annotation_by_2|KEYFACTS_IAA|KEYFACTS_segments|VAGUE_annotator1|VAGUE_annotator2|VAGUE_annotator3|VAGUE_annotator4|VAGUE_annotation_by_2|VAGUE_IAA|
1885|laptop|I think I will go with a laptop with a high level of RAM and Storage, but I don't want a laptop from Apple they're always over-priced.|19|male|5|[['high', 39], ['level', 44], ['of', 50], ['ram', 53], ['and', 57], ['storage', 61], ['apple', 101], ['they', 107]]|[['high', 39], ['level', 44], ['of', 50], ['ram', 53], ['and', 57], ['storage', 61], ['apple', 101]]|[['high', 39], ['level', 44], ['of', 50], ['ram', 53], ['and', 57], ['storage', 61], ['apple', 101], ['they', 107], ['over', 122], ['priced', 127]]||[['high', 39], ['level', 44], ['of', 50], ['ram', 53], ['and', 57], ['storage', 61], ['apple', 101], ['they', 107]]|0.8356923076923077|['Apple', 'high level of RAM and Storage']|[['high', 39], ['level', 44]]|[['high', 39]]|[['high', 39], ['level', 44], ['over', 122], ['priced', 127]]||[['high', 39], ['level', 44]]|0.540447504302926|
1886|laptop|I want something that starts up quickly, has a good screen size and a decent processor. |42|male|6|[['good', 47], ['screen', 52], ['size', 59], ['decent', 70], ['processor', 77]]|[['starts', 22], ['up', 29], ['quickly', 32], ['good', 47], ['screen', 52], ['size', 59], ['decent', 70], ['processor', 77]]|[['starts', 22], ['up', 29], ['quickly', 32], ['good', 47], ['screen', 52], ['size', 59], ['decent', 70], ['processor', 77]]||[['starts', 22], ['up', 29], ['quickly', 32], ['good', 47], ['screen', 52], ['size', 59], ['decent', 70], ['processor', 77]]|0.7513227513227514|['decent processor', 'good screen size', 'starts up quickly']|[['quickly', 32], ['good', 47], ['screen', 52], ['decent', 70], ['processor', 77]]|[['quickly', 32], ['good', 47], ['decent', 70]]|[['quickly', 32], ['good', 47], ['screen', 52], ['decent', 70], ['processor', 77]]||[['quickly', 32], ['good', 47], ['screen', 52], ['decent', 70], ['processor', 77]]|0.7934065934065934|
1887|laptop|I want a laptop primarily for internet use, it needs to be light with a long battery life.|47|female|3|[['light', 59], ['with', 65], ['long', 72], ['battery', 77], ['life', 85]]|[['internet', 30], ['use', 39], ['light', 59], ['long', 72], ['battery', 77], ['life', 85]]|[['light', 59], ['with', 65], ['long', 72], ['battery', 77], ['life', 85]]||[['light', 59], ['with', 65], ['long', 72], ['battery', 77], ['life', 85]]|0.7384868421052632|['long battery life', 'light', 'internet use']|[['light', 59], ['with', 65], ['long', 72], ['battery', 77]]|[['light', 59], ['long', 72]]|[['light', 59], ['with', 65], ['long', 72]]||[['light', 59], ['with', 65], ['long', 72]]|0.7382716049382716|
1889|laptop|Lightweight. Fast processing and lots of memory. Newer model, ideally in the last couple of years. |20|female|3|[['lightweight', 0], ['fast', 13], ['processing', 18], ['lots', 33], ['of', 38], ['memory', 41], ['newer', 49], ['model', 55]]|[['lightweight', 0], ['fast', 13], ['processing', 18], ['and', 29], ['lots', 33], ['of', 38], ['memory', 41], ['newer', 49], ['model', 55]]|[['lightweight', 0], ['fast', 13], ['processing', 18], ['lots', 33], ['of', 38], ['memory', 41], ['newer', 49], ['model', 55]]||[['lightweight', 0], ['fast', 13], ['processing', 18], ['lots', 33], ['of', 38], ['memory', 41], ['newer', 49], ['model', 55]]|0.9182608695652174|['Newer model', 'lots of memory', 'Fast processing ', 'Lightweight']|[['lightweight', 0], ['fast', 13], ['processing', 18], ['newer', 49], ['model', 55]]|[['lightweight', 0], ['fast', 13], ['lots', 33]]|[['lightweight', 0], ['fast', 13], ['processing', 18], ['lots', 33], ['of', 38], ['newer', 49], ['model', 55], ['last', 77], ['couple', 82]]||[['lightweight', 0], ['fast', 13], ['processing', 18], ['lots', 33], ['newer', 49], ['model', 55]]|0.3757115749525617|
1890|laptop|For a replacement laptop I'd want something with very good CPU and RAM, a good screen and maybe a graphics card for gaming.|23|male|6|[['very', 49], ['good', 54], ['cpu', 59], ['ram', 67], ['good', 74], ['screen', 79], ['graphics', 98], ['card', 107], ['for', 112], ['gaming', 116]]|[['very', 49], ['good', 54], ['cpu', 59], ['and', 63], ['ram', 67], ['good', 74], ['screen', 79], ['graphics', 98], ['card', 107], ['gaming', 116]]|[['very', 49], ['good', 54], ['cpu', 59], ['and', 63], ['ram', 67], ['good', 74], ['screen', 79], ['graphics', 98], ['card', 107], ['for', 112]]||[['very', 49], ['good', 54], ['cpu', 59], ['and', 63], ['ram', 67], ['good', 74], ['screen', 79], ['graphics', 98], ['card', 107], ['for', 112], ['gaming', 116]]|0.8309523809523809|['gaming', 'graphics card', 'good screen', 'very good CPU and RAM']|[['good', 54], ['cpu', 59], ['good', 74], ['screen', 79]]|[['good', 54], ['good', 74]]|[['very', 49], ['good', 54], ['cpu', 59], ['good', 74], ['screen', 79]]||[['good', 54], ['cpu', 59], ['good', 74], ['screen', 79]]|0.6825633383010432|
1891|laptop|I want to get a Samsung Chromebook and I think it will work best for integrating all my Google apps|35|male|5|[['samsung', 16], ['chromebook', 24]]|[['samsung', 16], ['chromebook', 24], ['google', 88], ['apps', 95]]|[['samsung', 16], ['chromebook', 24]]||[['samsung', 16], ['chromebook', 24]]|0.7163461538461539|['Google apps', 'Samsung Chromebook']|[['best', 60], ['for', 65]]|[['best', 60], ['for', 65]]|[]||[['best', 60], ['for', 65]]|1.0|
1892|laptop|If I could afford it I would get a macbook. Macs are more reliable and last longer than PCs. I would want the Macbook Pro with a lot of memory and number keys at the side|27|female|5|[['macbook', 35], ['macbook', 110], ['pro', 118], ['lot', 129], ['of', 133], ['memory', 136]]|[['macbook', 35], ['reliable', 58], ['macbook', 110], ['pro', 118], ['with', 122], ['lot', 129], ['of', 133], ['memory', 136], ['number', 147], ['keys', 154], ['at', 159], ['the', 162], ['side', 166]]|[['macbook', 35], ['reliable', 58], ['and', 67], ['macbook', 110], ['pro', 118], ['of', 133], ['memory', 136], ['number', 147], ['keys', 154], ['at', 159]]||[['macbook', 35], ['reliable', 58], ['macbook', 110], ['pro', 118], ['lot', 129], ['of', 133], ['memory', 136], ['number', 147], ['keys', 154], ['at', 159]]|0.5796595373199476|['number keys at the sid', 'lot of memory', 'Macbook Pro ', 'reliable', 'macbook']|[['reliable', 58], ['and', 67], ['last', 71], ['longer', 76], ['than', 83], ['lot', 129], ['of', 133]]|[['longer', 76], ['lot', 129]]|[['afford', 11], ['it', 18], ['more', 53], ['reliable', 58], ['and', 67], ['last', 71], ['longer', 76], ['than', 83], ['lot', 129], ['of', 133]]||[['reliable', 58], ['and', 67], ['last', 71], ['longer', 76], ['than', 83], ['lot', 129], ['of', 133]]|0.4937906564163217|
1893|laptop|One with a number pad as well as the qwerty keyboard, with windows 10, ideally quick running and fairly light so I could easily carry it. |25|female|4|[['number', 11], ['pad', 18], ['windows', 59], ['10', 67], ['light', 104], ['so', 110], ['easily', 121], ['carry', 128], ['it', 134]]|[['number', 11], ['pad', 18], ['qwerty', 37], ['keyboard', 44], ['windows', 59], ['10', 67], ['quick', 79], ['running', 85], ['and', 93], ['fairly', 97], ['light', 104], ['easily', 121], ['carry', 128]]|[['number', 11], ['pad', 18], ['as', 22], ['qwerty', 37], ['keyboard', 44], ['windows', 59], ['10', 67], ['quick', 79], ['running', 85], ['and', 93], ['fairly', 97], ['light', 104], ['so', 110]]||[['number', 11], ['pad', 18], ['qwerty', 37], ['keyboard', 44], ['windows', 59], ['10', 67], ['quick', 79], ['running', 85], ['and', 93], ['fairly', 97], ['light', 104], ['so', 110], ['easily', 121], ['carry', 128]]|0.4372093023255814|['easily carry', 'fairly light', 'quick running ', 'windows 10', 'qwerty keyboard', 'number pad']|[['quick', 79], ['running', 85], ['fairly', 97], ['light', 104], ['so', 110], ['easily', 121], ['carry', 128]]|[['quick', 79], ['light', 104]]|[['quick', 79], ['running', 85], ['fairly', 97], ['light', 104], ['so', 110], ['easily', 121], ['carry', 128]]||[['quick', 79], ['running', 85], ['fairly', 97], ['light', 104], ['so', 110], ['easily', 121], ['carry', 128]]|0.6118951612903226|
1894|laptop|I’d like an HP laptop which is quick to boot up and gives me storage space for my photos and does not cost a lot of money |61|female|7|[['hp', 12], ['laptop', 15], ['storage', 61], ['space', 69], ['cost', 102], ['a', 107], ['lot', 109], ['of', 113], ['money', 116]]|[['hp', 12], ['laptop', 15], ['quick', 31], ['to', 37], ['boot', 40], ['up', 45], ['storage', 61], ['space', 69], ['cost', 102], ['a', 107], ['lot', 109], ['of', 113], ['money', 116]]|[['hp', 12], ['laptop', 15], ['quick', 31], ['to', 37], ['boot', 40], ['up', 45], ['storage', 61], ['space', 69], ['for', 75], ['cost', 102], ['a', 107], ['lot', 109], ['of', 113], ['money', 116]]||[['hp', 12], ['laptop', 15], ['quick', 31], ['to', 37], ['boot', 40], ['up', 45], ['storage', 61], ['space', 69], ['cost', 102], ['a', 107], ['lot', 109], ['of', 113], ['money', 116]]|0.759837962962963|['cost a lot of money', 'storage space', 'quick to boot up', 'HP']|[['quick', 31], ['to', 37], ['lot', 109], ['of', 113]]|[['quick', 31], ['lot', 109]]|[['quick', 31], ['to', 37], ['lot', 109], ['of', 113]]||[['quick', 31], ['to', 37], ['lot', 109], ['of', 113]]|0.7756756756756757|
1895|laptop|I would buy a laptop with a screen of at least 20 inches as my previous laptop had a large screen and I like that. It would also need to be very lightweight and ideally have a minimum of two USB ports|24|female|1|[['screen', 28], ['of', 35], ['at', 38], ['least', 41], ['20', 47], ['inches', 50], ['lightweight', 145], ['and', 157], ['minimum', 176], ['of', 184], ['two', 187], ['usb', 191], ['ports', 195]]|[['screen', 28], ['of', 35], ['at', 38], ['least', 41], ['20', 47], ['inches', 50], ['as', 57], ['large', 85], ['screen', 91], ['and', 98], ['lightweight', 145], ['minimum', 176], ['of', 184], ['two', 187], ['usb', 191], ['ports', 195]]|[['screen', 28], ['of', 35], ['20', 47], ['inches', 50], ['very', 140], ['lightweight', 145], ['two', 187], ['usb', 191], ['ports', 195]]||[['screen', 28], ['of', 35], ['at', 38], ['least', 41], ['20', 47], ['inches', 50], ['lightweight', 145], ['minimum', 176], ['of', 184], ['two', 187], ['usb', 191], ['ports', 195]]|0.6261961722488039|['minimum of two USB ports', 'lightweight', 'large screen ', 'screen of at least 20 inches ']|[['large', 85], ['screen', 91], ['lightweight', 145], ['and', 157]]|[['large', 85], ['lightweight', 145]]|[['large', 85], ['screen', 91], ['very', 140], ['lightweight', 145], ['and', 157]]||[['large', 85], ['screen', 91], ['lightweight', 145], ['and', 157]]|0.7035573122529644|
1896|laptop| I would like to buy an Apple Mac book pro because all my other electronic equipment is made by Apple and I want to have compatibility and the reliability that I have always had. |58|female|3|[['apple', 23], ['mac', 29], ['book', 33], ['pro', 38]]|[['apple', 23], ['mac', 29], ['book', 33], ['pro', 38], ['compatibility', 120], ['reliability', 142]]|[['apple', 23], ['mac', 29], ['book', 33], ['pro', 38]]||[['apple', 23], ['mac', 29], ['book', 33], ['pro', 38]]|0.836038961038961|['reliability', 'compatibility', 'Apple Mac book pro']|[['compatibility', 120], ['and', 134], ['reliability', 142], ['that', 154]]|[]|[]||[]|1.0|
1897|laptop|"-Fast laptop
-Lots of space for storage
-Preferably have the latest Office programs already installed
-Min. 17 inch screen size 
-Not too heavy (about 5-6 lbs)
-Affordable price ($1000 range)
-Up to date memories
-Windows, not mac
-Great speaker
-Great microphone
-Great camera
-Prefer black color laptop
-Have Warranty included
-Known brand 
"|39|male|4|[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['space', 22], ['for', 28], ['storage', 32], ['preferably', 41], ['have', 52], ['the', 57], ['latest', 61], ['office', 68], ['programs', 75], ['17', 108], ['inch', 111], ['screen', 116], ['size', 123], ['heavy', 138], ['1000', 180], ['windows', 214], ['mac', 227], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271], ['black', 286], ['color', 292]]|[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['space', 22], ['for', 28], ['storage', 32], ['latest', 61], ['office', 68], ['programs', 75], ['already', 84], ['installed', 92], ['min', 103], ['17', 108], ['inch', 111], ['screen', 116], ['size', 123], ['heavy', 138], ['affordable', 161], ['price', 172], ['1000', 180], ['range', 185], ['up', 193], ['to', 196], ['date', 199], ['memories', 204], ['windows', 214], ['mac', 227], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271], ['black', 286], ['color', 292], ['laptop', 298], ['have', 306], ['warranty', 311], ['included', 320], ['known', 330], ['brand', 336]]|[['fast', 1], ['lots', 14], ['of', 19], ['space', 22], ['for', 28], ['latest', 61], ['office', 68], ['programs', 75], ['already', 84], ['17', 108], ['inch', 111], ['screen', 116], ['size', 123], ['heavy', 138], ['affordable', 161], ['price', 172], ['1000', 180], ['range', 185], ['windows', 214], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271], ['black', 286], ['color', 292], ['warranty', 311], ['included', 320], ['known', 330], ['brand', 336]]||[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['space', 22], ['for', 28], ['storage', 32], ['latest', 61], ['office', 68], ['programs', 75], ['already', 84], ['17', 108], ['inch', 111], ['screen', 116], ['size', 123], ['heavy', 138], ['affordable', 161], ['price', 172], ['1000', 180], ['range', 185], ['windows', 214], ['mac', 227], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271], ['black', 286], ['color', 292], ['warranty', 311], ['included', 320], ['known', 330], ['brand', 336]]|0.40213278293773647|['Known brand', 'Warranty included', 'black color', 'Great camera', 'Great microphone ', 'Great speaker', 'mac', 'Windows', 'Up to date memories', 'Affordable price ($1000 range)', 'heavy', 'Min. 17 inch screen size', 'latest Office programs already installed', 'Lots of space for storage ', 'Fast']|[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['latest', 61], ['office', 68], ['heavy', 138], ['affordable', 161], ['price', 172], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271]]|[['lots', 14], ['great', 232], ['great', 247], ['great', 265]]|[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['preferably', 41], ['have', 52], ['min', 103], ['heavy', 138], ['affordable', 161], ['price', 172], ['up', 193], ['to', 196], ['date', 199], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271], ['prefer', 279], ['black', 286], ['known', 330], ['brand', 336]]||[['fast', 1], ['laptop', 6], ['lots', 14], ['of', 19], ['heavy', 138], ['affordable', 161], ['price', 172], ['great', 232], ['speaker', 238], ['great', 247], ['microphone', 253], ['great', 265], ['camera', 271]]|0.32478632478632474|
1898|laptop|The laptop is lightweight and contains a touch screen. It contains an SSD for fast start up and a dedicated graphics card.|19|male|6|[['lightweight', 14], ['and', 26], ['touch', 41], ['screen', 47], ['ssd', 70], ['dedicated', 98], ['graphics', 108], ['card', 117]]|[['lightweight', 14], ['touch', 41], ['screen', 47], ['ssd', 70], ['dedicated', 98], ['graphics', 108], ['card', 117]]|[['lightweight', 14], ['and', 26], ['touch', 41], ['screen', 47], ['ssd', 70], ['for', 74], ['dedicated', 98], ['graphics', 108], ['card', 117]]||[['lightweight', 14], ['and', 26], ['touch', 41], ['screen', 47], ['ssd', 70], ['dedicated', 98], ['graphics', 108], ['card', 117]]|0.871031746031746|['dedicated graphics card', 'SSD', 'touch screen', 'lightweight']|[['lightweight', 14], ['and', 26], ['fast', 78], ['start', 83]]|[['lightweight', 14], ['fast', 78], ['dedicated', 98]]|[['lightweight', 14], ['and', 26], ['fast', 78], ['start', 83]]||[['lightweight', 14], ['and', 26], ['fast', 78], ['start', 83]]|0.6776859504132231|
1899|laptop|I would want a laptop which has high speed processing, a good screen resolution, a HD web cam and a lot of storage space|22|female|4|[['high', 32], ['speed', 37], ['processing', 43], ['good', 57], ['screen', 62], ['resolution', 69], ['hd', 83], ['web', 86], ['cam', 90], ['lot', 100], ['of', 104], ['storage', 107], ['space', 115]]|[['high', 32], ['speed', 37], ['processing', 43], ['good', 57], ['screen', 62], ['resolution', 69], ['hd', 83], ['web', 86], ['cam', 90], ['of', 104], ['storage', 107], ['space', 115]]|[['high', 32], ['speed', 37], ['processing', 43], ['good', 57], ['screen', 62], ['resolution', 69], ['hd', 83], ['web', 86], ['cam', 90], ['and', 94], ['a', 98], ['lot', 100], ['of', 104], ['storage', 107], ['space', 115]]||[['high', 32], ['speed', 37], ['processing', 43], ['good', 57], ['screen', 62], ['resolution', 69], ['hd', 83], ['web', 86], ['cam', 90], ['lot', 100], ['of', 104], ['storage', 107], ['space', 115]]|0.83359375|['a lot of storage space', 'HD web cam', 'good screen resolution', 'high speed processing']|[['high', 32], ['speed', 37], ['good', 57], ['screen', 62], ['lot', 100], ['of', 104]]|[['high', 32], ['good', 57], ['lot', 100]]|[['high', 32], ['speed', 37], ['processing', 43], ['good', 57], ['lot', 100], ['of', 104]]||[['high', 32], ['speed', 37], ['good', 57], ['lot', 100], ['of', 104]]|0.6678362573099415|
